timestamp,n_seen,event_type,district
2008-01-06 16:00:00,53562,warning,Global
2008-01-06 17:00:00,6898,drift,Midwest
2008-01-06 18:00:00,6930,warning,Midwest
2008-01-06 20:00:00,55498,drift,Global
2008-01-06 20:00:00,55594,warning,Global
2008-01-07 06:00:00,25498,drift,West
2008-01-07 06:00:00,25562,warning,West
2008-01-07 06:00:00,25498,drift,South
2008-01-07 06:00:00,25530,warning,South
2008-01-07 07:00:00,57498,drift,Global
2008-01-07 07:00:00,57562,warning,Global
2008-01-07 09:00:00,7498,drift,Midwest
2008-01-07 10:00:00,59498,drift,Global
2008-01-07 10:00:00,59562,warning,Global
2008-01-07 10:00:00,2298,drift,Northeast
2008-01-07 12:00:00,7690,warning,Midwest
2008-01-07 13:00:00,2362,warning,Northeast
2008-01-07 13:00:00,61498,drift,Global
2008-01-07 14:00:00,61562,warning,Global
2008-01-07 17:00:00,63498,drift,Global
2008-01-07 17:00:00,63594,warning,Global
2008-01-07 18:00:00,8098,drift,Midwest
2008-01-07 19:00:00,8162,warning,Midwest
2008-01-07 21:00:00,29498,drift,South
2008-01-07 21:00:00,29498,drift,West
2008-01-07 21:00:00,29562,warning,South
2008-01-07 21:00:00,29658,warning,West
2008-01-07 21:00:00,65498,drift,Global
2008-01-07 22:00:00,65562,warning,Global
2008-01-08 08:00:00,67498,drift,Global
2008-01-08 08:00:00,67562,warning,Global
2008-01-08 09:00:00,2698,drift,Northeast
2008-01-08 10:00:00,8698,drift,Midwest
2008-01-08 10:00:00,8730,warning,Midwest
2008-01-08 12:00:00,69498,drift,Global
2008-01-08 12:00:00,69626,warning,Global
2008-01-08 15:00:00,2858,warning,Northeast
2008-01-08 15:00:00,71498,drift,Global
2008-01-08 15:00:00,71594,warning,Global
2008-01-08 17:00:00,9298,drift,Midwest
2008-01-08 18:00:00,9362,warning,Midwest
2008-01-08 19:00:00,73498,drift,Global
2008-01-08 19:00:00,73594,warning,Global
2008-01-08 19:00:00,33498,drift,South
2008-01-08 19:00:00,33498,drift,West
2008-01-08 20:00:00,33562,warning,South
2008-01-08 20:00:00,33594,warning,West
2008-01-09 07:00:00,75498,drift,Global
2008-01-09 07:00:00,75594,warning,Global
2008-01-09 08:00:00,3098,drift,Northeast
2008-01-09 09:00:00,9898,drift,Midwest
2008-01-09 10:00:00,9962,warning,Midwest
2008-01-09 10:00:00,77498,drift,Global
2008-01-09 10:00:00,77562,warning,Global
2008-01-09 10:00:00,3162,warning,Northeast
2008-01-09 13:00:00,79498,drift,Global
2008-01-09 14:00:00,79626,warning,Global
2008-01-09 16:00:00,10498,drift,Midwest
2008-01-09 17:00:00,10594,warning,Midwest
2008-01-09 17:00:00,81498,drift,Global
2008-01-09 17:00:00,81594,warning,Global
2008-01-09 18:00:00,37498,drift,West
2008-01-09 18:00:00,37498,drift,South
2008-01-09 19:00:00,37562,warning,South
2008-01-09 19:00:00,37690,warning,West
2008-01-09 22:00:00,83498,drift,Global
2008-01-09 23:00:00,83594,warning,Global
2008-01-10 07:00:00,11098,drift,Midwest
2008-01-10 07:00:00,3498,drift,Northeast
2008-01-10 08:00:00,85498,drift,Global
2008-01-10 08:00:00,3530,warning,Northeast
2008-01-10 08:00:00,85594,warning,Global
2008-01-10 08:00:00,11226,warning,Midwest
2008-01-10 11:00:00,87498,drift,Global
2008-01-10 11:00:00,87562,warning,Global
2008-01-10 14:00:00,11698,drift,Midwest
2008-01-10 15:00:00,89498,drift,Global
2008-01-10 15:00:00,89562,warning,Global
2008-01-10 16:00:00,11826,warning,Midwest
2008-01-10 17:00:00,41498,drift,South
2008-01-10 17:00:00,41498,drift,West
2008-01-10 17:00:00,41562,warning,West
2008-01-10 17:00:00,41594,warning,South
2008-01-10 18:00:00,91498,drift,Global
2008-01-10 18:00:00,91562,warning,Global
2008-01-11 05:00:00,12298,drift,Midwest
2008-01-11 06:00:00,12330,warning,Midwest
2008-01-11 06:00:00,3898,drift,Northeast
2008-01-11 06:00:00,93498,drift,Global
2008-01-11 06:00:00,93626,warning,Global
2008-01-11 08:00:00,3962,warning,Northeast
2008-01-11 09:00:00,95498,drift,Global
2008-01-11 09:00:00,95562,warning,Global
2008-01-11 12:00:00,97498,drift,Global
2008-01-11 12:00:00,12898,drift,Midwest
2008-01-11 13:00:00,97594,warning,Global
2008-01-11 13:00:00,12962,warning,Midwest
2008-01-11 15:00:00,45498,drift,West
2008-01-11 16:00:00,45498,drift,South
2008-01-11 16:00:00,45562,warning,South
2008-01-11 16:00:00,45626,warning,West
2008-01-11 16:00:00,99498,drift,Global
2008-01-11 16:00:00,99594,warning,Global
2008-01-11 19:00:00,13498,drift,Midwest
2008-01-11 20:00:00,101498,drift,Global
2008-01-11 20:00:00,13562,warning,Midwest
2008-01-11 20:00:00,101594,warning,Global
2008-01-12 08:00:00,103498,drift,Global
2008-01-12 08:00:00,103562,warning,Global
2008-01-12 08:00:00,4298,drift,Northeast
2008-01-12 09:00:00,4330,warning,Northeast
2008-01-12 11:00:00,105498,drift,Global
2008-01-12 11:00:00,14098,drift,Midwest
2008-01-12 12:00:00,105754,warning,Global
2008-01-12 12:00:00,14162,warning,Midwest
2008-01-12 15:00:00,49498,drift,West
2008-01-12 15:00:00,49562,warning,West
2008-01-12 15:00:00,107498,drift,Global
2008-01-12 15:00:00,107594,warning,Global
2008-01-12 16:00:00,49498,drift,South
2008-01-12 16:00:00,49594,warning,South
2008-01-12 20:00:00,109498,drift,Global
2008-01-12 21:00:00,109594,warning,Global
2008-01-12 22:00:00,14698,drift,Midwest
2008-01-13 06:00:00,14762,warning,Midwest
2008-01-13 08:00:00,111498,drift,Global
2008-01-13 09:00:00,111658,warning,Global
2008-01-13 12:00:00,113498,drift,Global
2008-01-13 12:00:00,113562,warning,Global
2008-01-13 13:00:00,4698,drift,Northeast
2008-01-13 14:00:00,15298,drift,Midwest
2008-01-13 15:00:00,4730,warning,Northeast
2008-01-13 15:00:00,15394,warning,Midwest
2008-01-13 15:00:00,115498,drift,Global
2008-01-13 15:00:00,115562,warning,Global
2008-01-13 16:00:00,53498,drift,West
2008-01-13 16:00:00,53562,warning,West
2008-01-13 16:00:00,53498,drift,South
2008-01-13 17:00:00,53562,warning,South
2008-01-13 19:00:00,117498,drift,Global
2008-01-13 19:00:00,117594,warning,Global
2008-01-13 21:00:00,15898,drift,Midwest
2008-01-14 06:00:00,16026,warning,Midwest
2008-01-14 07:00:00,119498,drift,Global
2008-01-14 07:00:00,119594,warning,Global
2008-01-14 10:00:00,121498,drift,Global
2008-01-14 11:00:00,121562,warning,Global
2008-01-14 12:00:00,16498,drift,Midwest
2008-01-14 14:00:00,16658,warning,Midwest
2008-01-14 14:00:00,123498,drift,Global
2008-01-14 14:00:00,123594,warning,Global
2008-01-14 14:00:00,57498,drift,West
2008-01-14 14:00:00,57594,warning,West
2008-01-14 15:00:00,57498,drift,South
2008-01-14 16:00:00,57626,warning,South
2008-01-14 17:00:00,125498,drift,Global
2008-01-14 18:00:00,125562,warning,Global
2008-01-14 19:00:00,17098,drift,Midwest
2008-01-14 19:00:00,5098,drift,Northeast
2008-01-14 19:00:00,17162,warning,Midwest
2008-01-15 06:00:00,5162,warning,Northeast
2008-01-15 06:00:00,127498,drift,Global
2008-01-15 06:00:00,127562,warning,Global
2008-01-15 09:00:00,129498,drift,Global
2008-01-15 09:00:00,129658,warning,Global
2008-01-15 10:00:00,17698,drift,Midwest
2008-01-15 10:00:00,17730,warning,Midwest
2008-01-15 12:00:00,131498,drift,Global
2008-01-15 12:00:00,131562,warning,Global
2008-01-15 13:00:00,61498,drift,West
2008-01-15 14:00:00,61626,warning,West
2008-01-15 14:00:00,61498,drift,South
2008-01-15 15:00:00,61594,warning,South
2008-01-15 16:00:00,133498,drift,Global
2008-01-15 16:00:00,133562,warning,Global
2008-01-15 17:00:00,18298,drift,Midwest
2008-01-15 17:00:00,5498,drift,Northeast
2008-01-15 18:00:00,18394,warning,Midwest
2008-01-15 19:00:00,135498,drift,Global
2008-01-15 19:00:00,135562,warning,Global
2008-01-16 06:00:00,5626,warning,Northeast
2008-01-16 07:00:00,137498,drift,Global
2008-01-16 07:00:00,137626,warning,Global
2008-01-16 08:00:00,18898,drift,Midwest
2008-01-16 09:00:00,18962,warning,Midwest
2008-01-16 10:00:00,139498,drift,Global
2008-01-16 10:00:00,139594,warning,Global
2008-01-16 12:00:00,65498,drift,West
2008-01-16 12:00:00,65562,warning,West
2008-01-16 13:00:00,65498,drift,South
2008-01-16 13:00:00,65562,warning,South
2008-01-16 14:00:00,141498,drift,Global
2008-01-16 14:00:00,141626,warning,Global
2008-01-16 15:00:00,19498,drift,Midwest
2008-01-16 16:00:00,5898,drift,Northeast
2008-01-16 16:00:00,19626,warning,Midwest
2008-01-16 17:00:00,143498,drift,Global
2008-01-16 18:00:00,143594,warning,Global
2008-01-16 19:00:00,5962,warning,Northeast
2008-01-17 06:00:00,145498,drift,Global
2008-01-17 06:00:00,145562,warning,Global
2008-01-17 06:00:00,20098,drift,Midwest
2008-01-17 07:00:00,20194,warning,Midwest
2008-01-17 09:00:00,147498,drift,Global
2008-01-17 09:00:00,147562,warning,Global
2008-01-17 11:00:00,69498,drift,West
2008-01-17 11:00:00,69594,warning,West
2008-01-17 12:00:00,149498,drift,Global
2008-01-17 12:00:00,149562,warning,Global
2008-01-17 13:00:00,69498,drift,South
2008-01-17 13:00:00,20698,drift,Midwest
2008-01-17 14:00:00,69562,warning,South
2008-01-17 14:00:00,20730,warning,Midwest
2008-01-17 15:00:00,6298,drift,Northeast
2008-01-17 16:00:00,151498,drift,Global
2008-01-17 16:00:00,151562,warning,Global
2008-01-17 16:00:00,6330,warning,Northeast
2008-01-17 19:00:00,153498,drift,Global
2008-01-17 19:00:00,153562,warning,Global
2008-01-18 06:00:00,21298,drift,Midwest
2008-01-18 06:00:00,21330,warning,Midwest
2008-01-18 07:00:00,155498,drift,Global
2008-01-18 07:00:00,155594,warning,Global
2008-01-18 09:00:00,73498,drift,West
2008-01-18 10:00:00,73594,warning,West
2008-01-18 10:00:00,157498,drift,Global
2008-01-18 10:00:00,157562,warning,Global
2008-01-18 12:00:00,73498,drift,South
2008-01-18 12:00:00,73562,warning,South
2008-01-18 13:00:00,21898,drift,Midwest
2008-01-18 13:00:00,159498,drift,Global
2008-01-18 14:00:00,21930,warning,Midwest
2008-01-18 14:00:00,159626,warning,Global
2008-01-18 14:00:00,6698,drift,Northeast
2008-01-18 16:00:00,6762,warning,Northeast
2008-01-18 17:00:00,161498,drift,Global
2008-01-18 17:00:00,161626,warning,Global
2008-01-18 21:00:00,22498,drift,Midwest
2008-01-18 21:00:00,163498,drift,Global
2008-01-18 21:00:00,163562,warning,Global
2008-01-19 05:00:00,22562,warning,Midwest
2008-01-19 08:00:00,77498,drift,West
2008-01-19 08:00:00,77594,warning,West
2008-01-19 08:00:00,165498,drift,Global
2008-01-19 09:00:00,165562,warning,Global
2008-01-19 12:00:00,167498,drift,Global
2008-01-19 12:00:00,167562,warning,Global
2008-01-19 13:00:00,77498,drift,South
2008-01-19 13:00:00,77530,warning,South
2008-01-19 13:00:00,23098,drift,Midwest
2008-01-19 14:00:00,23162,warning,Midwest
2008-01-19 15:00:00,7098,drift,Northeast
2008-01-19 17:00:00,169498,drift,Global
2008-01-19 17:00:00,169626,warning,Global
2008-01-20 06:00:00,7194,warning,Northeast
2008-01-20 06:00:00,171498,drift,Global
2008-01-20 07:00:00,171626,warning,Global
2008-01-20 07:00:00,23698,drift,Midwest
2008-01-20 09:00:00,23794,warning,Midwest
2008-01-20 09:00:00,81498,drift,West
2008-01-20 09:00:00,81530,warning,West
2008-01-20 10:00:00,173498,drift,Global
2008-01-20 10:00:00,173562,warning,Global
2008-01-20 13:00:00,175498,drift,Global
2008-01-20 14:00:00,175658,warning,Global
2008-01-20 15:00:00,24298,drift,Midwest
2008-01-20 15:00:00,81498,drift,South
2008-01-20 16:00:00,81594,warning,South
2008-01-20 16:00:00,24394,warning,Midwest
2008-01-20 17:00:00,177498,drift,Global
2008-01-20 17:00:00,177562,warning,Global
2008-01-20 21:00:00,7498,drift,Northeast
2008-01-20 21:00:00,179498,drift,Global
2008-01-20 21:00:00,179562,warning,Global
2008-01-21 06:00:00,24898,drift,Midwest
2008-01-21 07:00:00,7562,warning,Northeast
2008-01-21 08:00:00,25026,warning,Midwest
2008-01-21 08:00:00,85498,drift,West
2008-01-21 08:00:00,181498,drift,Global
2008-01-21 08:00:00,85562,warning,West
2008-01-21 08:00:00,181562,warning,Global
2008-01-21 11:00:00,183498,drift,Global
2008-01-21 11:00:00,183562,warning,Global
2008-01-21 14:00:00,25498,drift,Midwest
2008-01-21 14:00:00,85498,drift,South
2008-01-21 14:00:00,85594,warning,South
2008-01-21 15:00:00,185498,drift,Global
2008-01-21 15:00:00,25562,warning,Midwest
2008-01-21 15:00:00,185594,warning,Global
2008-01-21 18:00:00,187498,drift,Global
2008-01-21 18:00:00,187562,warning,Global
2008-01-21 20:00:00,7898,drift,Northeast
2008-01-22 06:00:00,26098,drift,Midwest
2008-01-22 06:00:00,7962,warning,Northeast
2008-01-22 06:00:00,189498,drift,Global
2008-01-22 06:00:00,189562,warning,Global
2008-01-22 06:00:00,26162,warning,Midwest
2008-01-22 07:00:00,89498,drift,West
2008-01-22 07:00:00,89562,warning,West
2008-01-22 09:00:00,191498,drift,Global
2008-01-22 09:00:00,191562,warning,Global
2008-01-22 13:00:00,193498,drift,Global
2008-01-22 13:00:00,193562,warning,Global
2008-01-22 13:00:00,26698,drift,Midwest
2008-01-22 14:00:00,89498,drift,South
2008-01-22 14:00:00,26762,warning,Midwest
2008-01-22 14:00:00,89594,warning,South
2008-01-22 17:00:00,195498,drift,Global
2008-01-22 17:00:00,195562,warning,Global
2008-01-22 19:00:00,8298,drift,Northeast
2008-01-22 21:00:00,197498,drift,Global
2008-01-22 21:00:00,197562,warning,Global
2008-01-23 06:00:00,93498,drift,West
2008-01-23 06:00:00,8362,warning,Northeast
2008-01-23 06:00:00,27298,drift,Midwest
2008-01-23 06:00:00,27330,warning,Midwest
2008-01-23 06:00:00,93594,warning,West
2008-01-23 08:00:00,199498,drift,Global
2008-01-23 08:00:00,199594,warning,Global
2008-01-23 11:00:00,201498,drift,Global
2008-01-23 12:00:00,201658,warning,Global
2008-01-23 13:00:00,27898,drift,Midwest
2008-01-23 13:00:00,93498,drift,South
2008-01-23 13:00:00,93562,warning,South
2008-01-23 14:00:00,27962,warning,Midwest
2008-01-23 15:00:00,203498,drift,Global
2008-01-23 15:00:00,203562,warning,Global
2008-01-23 18:00:00,8698,drift,Northeast
2008-01-23 19:00:00,205498,drift,Global
2008-01-23 19:00:00,205562,warning,Global
2008-01-23 20:00:00,8762,warning,Northeast
2008-01-23 21:00:00,97498,drift,West
2008-01-23 21:00:00,97562,warning,West
2008-01-24 06:00:00,28498,drift,Midwest
2008-01-24 06:00:00,28562,warning,Midwest
2008-01-24 07:00:00,207498,drift,Global
2008-01-24 07:00:00,207594,warning,Global
2008-01-24 10:00:00,209498,drift,Global
2008-01-24 10:00:00,209594,warning,Global
2008-01-24 12:00:00,97498,drift,South
2008-01-24 12:00:00,97562,warning,South
2008-01-24 13:00:00,29098,drift,Midwest
2008-01-24 13:00:00,211498,drift,Global
2008-01-24 13:00:00,211594,warning,Global
2008-01-24 13:00:00,29162,warning,Midwest
2008-01-24 16:00:00,9098,drift,Northeast
2008-01-24 16:00:00,213498,drift,Global
2008-01-24 17:00:00,213594,warning,Global
2008-01-24 19:00:00,29698,drift,Midwest
2008-01-24 19:00:00,101498,drift,West
2008-01-24 20:00:00,101594,warning,West
2008-01-24 20:00:00,215498,drift,Global
2008-01-24 21:00:00,215658,warning,Global
2008-01-25 05:00:00,9226,warning,Northeast
2008-01-25 06:00:00,29954,warning,Midwest
2008-01-25 07:00:00,217498,drift,Global
2008-01-25 08:00:00,217594,warning,Global
2008-01-25 10:00:00,30298,drift,Midwest
2008-01-25 11:00:00,219498,drift,Global
2008-01-25 11:00:00,219562,warning,Global
2008-01-25 11:00:00,101498,drift,South
2008-01-25 11:00:00,101594,warning,South
2008-01-25 12:00:00,30426,warning,Midwest
2008-01-25 14:00:00,221498,drift,Global
2008-01-25 14:00:00,221594,warning,Global
2008-01-25 15:00:00,9498,drift,Northeast
2008-01-25 17:00:00,223498,drift,Global
2008-01-25 17:00:00,30898,drift,Midwest
2008-01-25 18:00:00,223626,warning,Global
2008-01-25 18:00:00,105498,drift,West
2008-01-25 18:00:00,105562,warning,West
2008-01-25 18:00:00,30962,warning,Midwest
2008-01-25 18:00:00,9594,warning,Northeast
2008-01-26 01:00:00,225498,drift,Global
2008-01-26 06:00:00,225594,warning,Global
2008-01-26 09:00:00,227498,drift,Global
2008-01-26 09:00:00,227594,warning,Global
2008-01-26 09:00:00,31498,drift,Midwest
2008-01-26 10:00:00,31562,warning,Midwest
2008-01-26 11:00:00,105498,drift,South
2008-01-26 11:00:00,105562,warning,South
2008-01-26 13:00:00,229498,drift,Global
2008-01-26 13:00:00,229594,warning,Global
2008-01-26 17:00:00,231498,drift,Global
2008-01-26 17:00:00,9898,drift,Northeast
2008-01-26 17:00:00,231658,warning,Global
2008-01-26 17:00:00,109498,drift,West
2008-01-26 18:00:00,109626,warning,West
2008-01-26 19:00:00,32098,drift,Midwest
2008-01-26 21:00:00,32194,warning,Midwest
2008-01-27 06:00:00,9962,warning,Northeast
2008-01-27 07:00:00,233498,drift,Global
2008-01-27 07:00:00,233562,warning,Global
2008-01-27 10:00:00,235498,drift,Global
2008-01-27 10:00:00,235530,warning,Global
2008-01-27 12:00:00,32698,drift,Midwest
2008-01-27 13:00:00,32762,warning,Midwest
2008-01-27 14:00:00,237498,drift,Global
2008-01-27 14:00:00,109498,drift,South
2008-01-27 14:00:00,237594,warning,Global
2008-01-27 14:00:00,109658,warning,South
2008-01-27 17:00:00,239498,drift,Global
2008-01-27 17:00:00,239594,warning,Global
2008-01-27 19:00:00,113498,drift,West
2008-01-27 19:00:00,33298,drift,Midwest
2008-01-27 19:00:00,113594,warning,West
2008-01-27 20:00:00,33362,warning,Midwest
2008-01-27 21:00:00,241498,drift,Global
2008-01-27 22:00:00,241562,warning,Global
2008-01-28 06:00:00,10298,drift,Northeast
2008-01-28 07:00:00,10362,warning,Northeast
2008-01-28 08:00:00,243498,drift,Global
2008-01-28 08:00:00,243562,warning,Global
2008-01-28 11:00:00,33898,drift,Midwest
2008-01-28 11:00:00,245498,drift,Global
2008-01-28 11:00:00,33930,warning,Midwest
2008-01-28 11:00:00,245562,warning,Global
2008-01-28 12:00:00,113498,drift,South
2008-01-28 13:00:00,113562,warning,South
2008-01-28 15:00:00,247498,drift,Global
2008-01-28 15:00:00,247562,warning,Global
2008-01-28 18:00:00,117498,drift,West
2008-01-28 18:00:00,117562,warning,West
2008-01-28 18:00:00,249498,drift,Global
2008-01-28 18:00:00,249562,warning,Global
2008-01-28 19:00:00,34498,drift,Midwest
2008-01-28 20:00:00,10698,drift,Northeast
2008-01-28 20:00:00,34562,warning,Midwest
2008-01-28 23:00:00,10730,warning,Northeast
2008-01-29 06:00:00,251498,drift,Global
2008-01-29 07:00:00,251626,warning,Global
2008-01-29 09:00:00,253498,drift,Global
2008-01-29 10:00:00,253594,warning,Global
2008-01-29 11:00:00,35098,drift,Midwest
2008-01-29 11:00:00,35130,warning,Midwest
2008-01-29 11:00:00,117498,drift,South
2008-01-29 12:00:00,117562,warning,South
2008-01-29 13:00:00,255498,drift,Global
2008-01-29 13:00:00,255530,warning,Global
2008-01-29 17:00:00,121498,drift,West
2008-01-29 17:00:00,257498,drift,Global
2008-01-29 17:00:00,257562,warning,Global
2008-01-29 17:00:00,121594,warning,West
2008-01-29 18:00:00,11098,drift,Northeast
2008-01-29 22:00:00,35698,drift,Midwest
2008-01-29 23:00:00,11162,warning,Northeast
2008-01-30 05:00:00,259498,drift,Global
2008-01-30 06:00:00,259562,warning,Global
2008-01-30 06:00:00,35762,warning,Midwest
2008-01-30 09:00:00,261498,drift,Global
2008-01-30 09:00:00,261562,warning,Global
2008-01-30 11:00:00,121498,drift,South
2008-01-30 11:00:00,121594,warning,South
2008-01-30 12:00:00,263498,drift,Global
2008-01-30 12:00:00,263562,warning,Global
2008-01-30 13:00:00,36298,drift,Midwest
2008-01-30 13:00:00,36362,warning,Midwest
2008-01-30 16:00:00,125498,drift,West
2008-01-30 16:00:00,265498,drift,Global
2008-01-30 16:00:00,125562,warning,West
2008-01-30 16:00:00,265594,warning,Global
2008-01-30 19:00:00,36898,drift,Midwest
2008-01-30 20:00:00,267498,drift,Global
2008-01-30 20:00:00,267562,warning,Global
2008-01-30 20:00:00,11498,drift,Northeast
2008-01-31 06:00:00,37058,warning,Midwest
2008-01-31 07:00:00,11594,warning,Northeast
2008-01-31 07:00:00,269498,drift,Global
2008-01-31 07:00:00,269562,warning,Global
2008-01-31 09:00:00,125498,drift,South
2008-01-31 10:00:00,125530,warning,South
2008-01-31 10:00:00,271498,drift,Global
2008-01-31 11:00:00,271594,warning,Global
2008-01-31 11:00:00,37498,drift,Midwest
2008-01-31 11:00:00,37530,warning,Midwest
2008-01-31 14:00:00,273498,drift,Global
2008-01-31 14:00:00,273626,warning,Global
2008-01-31 14:00:00,129498,drift,West
2008-01-31 15:00:00,129562,warning,West
2008-01-31 18:00:00,275498,drift,Global
2008-01-31 18:00:00,275562,warning,Global
2008-01-31 19:00:00,11898,drift,Northeast
2008-01-31 20:00:00,11930,warning,Northeast
2008-02-01 06:00:00,38098,drift,Midwest
2008-02-01 06:00:00,38130,warning,Midwest
2008-02-01 06:00:00,277498,drift,Global
2008-02-01 06:00:00,277562,warning,Global
2008-02-01 08:00:00,129498,drift,South
2008-02-01 08:00:00,129530,warning,South
2008-02-01 09:00:00,279498,drift,Global
2008-02-01 09:00:00,279562,warning,Global
2008-02-01 13:00:00,281498,drift,Global
2008-02-01 13:00:00,281562,warning,Global
2008-02-01 13:00:00,133498,drift,West
2008-02-01 13:00:00,133562,warning,West
2008-02-01 15:00:00,38698,drift,Midwest
2008-02-01 17:00:00,38826,warning,Midwest
2008-02-01 17:00:00,283498,drift,Global
2008-02-01 17:00:00,283562,warning,Global
2008-02-01 21:00:00,285498,drift,Global
2008-02-01 21:00:00,285594,warning,Global
2008-02-02 07:00:00,12298,drift,Northeast
2008-02-02 07:00:00,39298,drift,Midwest
2008-02-02 07:00:00,133498,drift,South
2008-02-02 08:00:00,133562,warning,South
2008-02-02 08:00:00,39362,warning,Midwest
2008-02-02 08:00:00,12330,warning,Northeast
2008-02-02 08:00:00,287498,drift,Global
2008-02-02 08:00:00,287562,warning,Global
2008-02-02 12:00:00,289498,drift,Global
2008-02-02 12:00:00,137498,drift,West
2008-02-02 12:00:00,289594,warning,Global
2008-02-02 12:00:00,137562,warning,West
2008-02-02 16:00:00,39898,drift,Midwest
2008-02-02 16:00:00,291498,drift,Global
2008-02-02 16:00:00,291594,warning,Global
2008-02-02 17:00:00,39962,warning,Midwest
2008-02-03 06:00:00,293498,drift,Global
2008-02-03 06:00:00,293626,warning,Global
2008-02-03 09:00:00,295498,drift,Global
2008-02-03 10:00:00,137498,drift,South
2008-02-03 10:00:00,295690,warning,Global
2008-02-03 10:00:00,40498,drift,Midwest
2008-02-03 10:00:00,137658,warning,South
2008-02-03 11:00:00,40562,warning,Midwest
2008-02-03 12:00:00,12698,drift,Northeast
2008-02-03 13:00:00,297498,drift,Global
2008-02-03 13:00:00,297562,warning,Global
2008-02-03 14:00:00,141498,drift,West
2008-02-03 14:00:00,12730,warning,Northeast
