,ts,actual,MEAN,ARF,HTR,SRP
83,83,38.52893600815165,26.460685110143956,28.419025118186102,26.460685110143956,20.913212573262932
84,84,69.78286218253457,26.604354763691667,26.295972223200557,26.604354763691667,30.256255655476757
85,85,89.75239041923382,27.11233720391335,30.16795458787667,27.11233720391335,37.06726405604669
86,86,23.61127063183924,27.8407099157194,18.716204632824702,27.8407099157194,16.519461569446545
87,87,48.41683957890761,27.7920956710771,33.14704418809685,27.7920956710771,31.504132489690072
88,88,75.25966691549141,28.02646776093881,35.87484571496391,28.02646776093881,39.60629823551979
89,89,32.99958749235209,28.55717786379895,31.455323767169656,28.55717786379895,31.029748953594652
90,90,54.075928966999,28.606537970782874,29.44330053546723,28.606537970782874,30.63434621239605
91,91,34.80058664337892,28.88642138832371,32.26805027180414,28.88642138832371,41.870929965768255
92,92,42.99708209576223,28.950705793269965,29.001536359683247,28.950705793269965,23.008904369797857
93,93,29.422175183130054,29.10174209759784,30.691404130437057,29.10174209759784,31.208352085608777
94,94,41.15852696616787,29.105150960209883,32.26108823075867,29.105150960209883,37.435693387662425
95,95,38.96594347145138,29.232028602377863,31.16847543892143,29.232028602377863,41.725943927595736
96,96,84.82973621858903,29.33342354893071,34.30137850287534,29.33342354893071,37.30848152253726
97,97,20.564611228810296,29.905550483669455,25.549084210897938,29.905550483669455,18.010881770727334
98,98,59.145402652574376,29.81023477698722,35.679832903084645,29.81023477698722,43.028274192824895
99,99,47.78575538352497,30.106549604013352,32.10758169459545,30.106549604013352,32.39350984363206
100,100,34.65752021915418,30.283341661808468,34.9208211070993,30.283341661808468,32.5067006266367
101,101,35.39905386020242,30.326650360396048,32.150622380932596,30.326650360396048,32.53075532264527
102,102,28.01284105805142,30.37637980647258,18.211554349108134,30.37637980647258,17.530578405697238
103,103,48.63190832631718,30.35343282833257,33.591317208262566,30.35343282833257,42.93998056315016
104,104,29.57863877095536,30.529187400428576,28.371375005478207,30.529187400428576,24.223854748370783
105,105,50.71781442324966,30.520134556338355,32.39827590938443,30.520134556338355,32.444346536975665
106,106,75.8961156171132,30.710678706026197,37.40767597045022,30.710678706026197,43.41700226513399
107,107,29.663330932612485,31.132972508933552,33.788863356454996,31.132972508933552,35.309904223330484
108,108,27.31976989922096,31.11936471656021,30.316173752235414,31.11936471656021,24.942622504959456
109,109,44.52385312560315,31.084506048511226,32.75606836959675,31.084506048511226,32.33349590790512
110,110,7.02660883338531,31.206681931030243,16.892970623688587,31.206681931030243,18.26886060550425
111,111,32.16427553603116,30.988843434655063,34.24134404541632,30.988843434655063,32.807419220479154
112,112,12.860163867104148,30.999338364131635,16.10688835894831,30.999338364131635,17.980164226688
113,113,119.87297458578016,30.838814696016346,39.10875113019061,30.838814696016346,43.90015744928597
114,114,31.74971655447494,31.619816098558132,34.1405109459313,31.619816098558132,33.27798804652153
115,115,12.037341488655056,31.620945667740017,15.731625415433392,31.620945667740017,18.035952060036905
116,116,26.135059063251077,31.45212149378239,20.069851983660232,31.45212149378239,17.912902383640922
117,117,71.12049271407417,31.40667651574366,35.87728177301258,31.40667651574366,45.99581311138748
118,118,47.65409234995119,31.74323428013629,34.0698630208982,31.74323428013629,32.864132447156464
119,119,53.012913170984326,31.876938969798598,35.73494802240441,31.876938969798598,33.825197566135756
120,120,25.21337739548972,32.05307208814181,19.540690324862478,32.05307208814181,18.16353515680427
121,121,29.95197485806569,31.9965456857232,33.62504344233591,31.9965456857232,24.495186271471333
122,122,22.233850950405877,31.979786908447316,36.78923694218312,31.979786908447316,35.63157709387473
123,123,70.37174508128837,31.900551656755923,36.76454153521996,31.900551656755923,33.26056432405421
124,124,41.162494424323285,32.210803216631184,25.1913139831651,32.210803216631184,18.72281747648162
125,125,19.55020110513716,32.28241674629272,20.747387813355033,32.28241674629272,19.35312468154439
126,126,33.0222085347095,32.18136741580736,32.0446812057177,32.18136741580736,24.99797397303031
127,127,11.835366970065945,32.187988212019185,16.653751101891018,32.187988212019185,19.24581672517272
128,128,28.493095772894385,32.02898335856643,33.644297264722276,32.02898335856643,32.60613253528702
129,129,21.766623555495567,32.00157337728215,31.773878968715785,32.00157337728215,25.29559595815192
130,130,36.02092272000885,31.922842994037637,37.968367483974426,31.922842994037637,45.79704631869471
131,131,37.411438813590415,31.954126045380928,32.19709617764346,31.954126045380928,25.603559925335567
132,132,27.403474309391317,31.99546932392797,35.269005174309605,31.99546932392797,34.101581496825496
133,133,68.13346455540318,31.960943045623182,35.69648672524016,31.960943045623182,33.54719341499537
134,134,55.03015449768196,32.23088723599467,35.09335051543554,32.23088723599467,34.7199979378852
135,135,44.68889570050895,32.39977069719235,34.58808943702471,32.39977069719235,35.16283924703476
136,136,85.73828769960961,32.490131910452035,39.95873572034972,32.490131910452035,46.61411736741603
137,137,30.87317383861077,32.87880458044589,34.26958057277046,32.87880458044589,35.82927134197678
138,138,47.15445268040765,32.86427102434563,32.89124996531669,32.86427102434563,35.141752303605074
139,139,34.538882223882865,32.96707808661946,37.72660680233763,32.96707808661946,35.46622168003869
140,140,24.24537620671441,32.97830525902848,22.975268281724112,32.97830525902848,20.056547127672903
141,141,37.1008481554963,32.916369591990794,39.74682845264664,32.916369591990794,47.644913194495615
142,142,35.57755774630623,32.94583775088872,38.62441361511713,32.94583775088872,37.90393088239698
143,143,86.71226496102504,32.96424138722031,46.00584666548136,32.96424138722031,47.37702628405685
144,144,18.48868292966433,33.33749155092729,22.30657288995353,33.33749155092729,20.862723184133117
145,145,31.093497001539856,33.23508597422892,34.3598925554075,33.23508597422892,35.739962902196545
146,146,54.21391608281679,33.220417556607764,34.65522115797539,33.220417556607764,35.529350688451146
147,147,56.8569541393537,33.36323047175204,34.819987640944206,33.36323047175204,35.47841411915178
148,148,10.77414953850725,33.52197184788449,16.521632541594677,33.52197184788449,19.862530819466652
149,149,28.54418573920725,33.369301899499405,35.923041799663274,33.369301899499405,36.13032123169942
150,150,47.99779998914926,33.33713445843079,38.44203539777159,33.33713445843079,47.951698638154504
151,151,36.66378536462943,33.434224958634225,35.495316881805714,33.434224958634225,35.74756215311577
152,152,12.548186148732167,33.455472066568404,23.268978554500684,33.455472066568404,19.9501658062105
153,153,40.51990442222294,33.31882313900085,34.66194525233959,33.31882313900085,35.9060934140431
154,154,28.950723707390377,33.36558340707372,33.64615901079759,33.36558340707372,35.81245714459908
155,155,12.325544307677417,33.337100441269314,15.552956967388944,33.337100441269314,18.870858110790707
156,156,42.3306655982946,33.2024109788745,25.593338940188424,33.2024109788745,20.920273010013034
157,157,31.330889219484348,33.260552728042775,34.16252081243803,33.260552728042775,35.60764007457032
158,158,15.557829504107724,33.24833966786203,17.845145279525255,33.24833966786203,19.712556112848333
159,159,44.10773243650661,33.13707859764973,36.41686486705136,33.13707859764973,35.602932820047165
160,160,25.98680034372376,33.20564518414259,35.61800916609593,33.20564518414259,33.3487362330618
161,161,74.1844430738523,33.160807638549926,37.362113750332995,33.160807638549926,35.56461044516286
162,162,61.59268962784745,33.414039956051795,41.432341778119365,33.414039956051795,50.61597212158696
163,163,25.639076368218447,33.5869151074125,24.269754847277795,33.5869151074125,22.315463404958
164,164,38.18103334376077,33.538452676075956,36.73684879717835,33.538452676075956,37.412495819879624
165,165,79.33017623531269,33.56658952860738,43.76729821817549,33.56658952860738,50.44803888031976
166,166,28.023173316275685,33.84227378587669,35.78794949079436,33.84227378587669,37.3141585559969
167,167,71.57934773436006,33.80742887288507,46.76909856479678,33.80742887288507,51.72642443054951
168,168,44.8478996861089,34.03226172325099,39.24220138585635,34.03226172325099,38.12423079749286
169,169,48.805096048084174,34.09625958101938,38.28032008398392,34.09625958101938,45.828084948163166
170,170,56.394123805860126,34.182782148472704,37.730962764690524,34.182782148472704,38.16842813277753
171,171,79.45232022325277,34.31267303535801,41.71663282231791,34.31267303535801,52.233536186081075
172,172,63.62875281858879,34.57511284458996,42.26943992966666,34.57511284458996,38.43149294509144
173,173,64.07715979385529,34.7430529600466,41.422174467606425,34.7430529600466,38.99570306151863
174,174,60.33589305901274,34.91163978093056,37.080151206755616,34.91163978093056,39.13704488189923
175,175,36.59155017469023,35.05692122823388,38.888249302504605,35.05692122823388,52.51679846061134
176,176,41.07424863200088,35.0656407108842,41.897747658224084,35.0656407108842,47.24048082306791
177,177,58.63463338131424,35.09958764829164,40.76623748057824,35.09958764829164,51.74011036928314
178,178,72.97736127847496,35.23180700634233,49.82334928384717,35.23180700634233,52.43017085704437
179,179,46.25425566503487,35.4426760246224,38.12235359873749,35.4426760246224,39.23978018947099
180,180,30.994234600013627,35.502740355958025,37.661359694763135,35.502740355958025,39.30714297790538
181,181,56.59855755467407,35.47783148437822,50.367180064619056,35.47783148437822,53.07698896349308
182,182,77.04976907566889,35.59387942981941,42.11411776935963,35.59387942981941,52.95857683872757
183,183,22.29666365774101,35.820414345916944,23.0703467742588,35.820414345916944,21.09808915434243
184,184,32.4382244862468,35.74691570087251,22.860007612448577,35.74691570087251,21.45990969989094
185,185,30.507467996946765,35.72903088349616,29.264146420543202,35.72903088349616,23.70256874957955
186,186,81.31124291365431,35.70095796475127,45.77039741209249,35.70095796475127,52.64718338189418
187,187,34.057067191274534,35.9448632318577,39.82515132246064,35.9448632318577,39.42872544910913
188,188,71.12692179052344,35.93482176355673,46.55107702198062,35.93482176355673,53.80585056836496
189,189,20.964332056716938,36.12102335100099,37.40104346545253,36.12102335100099,37.89769119983035
190,190,54.4893290672465,36.041251291557394,41.93783646132252,36.041251291557394,39.48778496787281
191,191,23.635525632561947,36.13783808619451,18.57621002922692,36.13783808619451,20.836846597255217
192,192,28.9014272137446,36.07272187549851,26.878859533106336,36.07272187549851,20.54379943051601
193,193,26.615874059738093,36.03556490833916,19.5065679966674,36.03556490833916,20.038644970083613
194,194,48.05308202901711,35.987009800872144,39.45697974989238,35.987009800872144,51.79429139484683
195,195,49.23439251348882,36.04888709434981,43.3971276966867,36.04888709434981,38.4247057386002
196,196,60.00661657195883,36.11616008118215,44.42982766663533,36.11616008118215,38.21308564915244
197,197,23.63288121408652,36.23743143392721,33.42511959007527,36.23743143392721,30.86790325568273
198,198,65.48615266166912,36.17377208938257,39.48823035985633,36.17377208938257,39.55470118596144
199,199,38.34253345431468,36.321070484218176,25.512266563911247,36.321070484218176,24.887219598569864
200,200,21.904073601319958,36.331177799068655,37.030995425552504,46.27545810462694,38.200552637994086
201,201,58.396545422636,36.25940116126891,38.32302993393385,46.07569265787853,39.44433871517647
202,202,19.494177814152327,36.36899098434499,33.627953588005965,21.100064925998367,30.252559784747778
203,203,23.825643310120395,36.28586382587113,36.89516958860021,46.17586219255135,37.81536381771451
204,204,41.89466539539033,36.22478431353902,36.4415759228718,21.079991337100292,37.579518808828794
205,205,49.93845775560434,36.25244227003586,48.71726688025471,45.99561849188658,53.161160867273445
206,206,31.513121334339708,36.3188792384124,38.911339440603,46.02716120599632,37.72229623388561
207,207,45.067156334733525,36.29566301665359,40.761190492541076,45.91197041336412,53.46388204537448
208,208,25.775159020522896,36.3378336576059,23.46706269823529,21.33696262177054,22.245843335858858
209,209,59.58313521251352,36.287294544509805,50.099398970549,45.905318334004825,40.09852952887012
210,210,19.350540926169955,36.39822711911935,23.473659744276304,21.391086968096786,22.398591477545807
211,211,30.468769223123928,36.31743239782575,27.76552755770985,21.36650207602538,24.586365784407473
212,212,25.16382108848372,36.289844363982816,23.993090501326527,21.474862399205126,22.500577596506858
213,213,51.4810015157036,36.23760951292414,38.12821525650249,46.01217627836817,39.178490580560016
214,214,107.96003393834984,36.30884031667544,53.12489562554037,46.05457027245605,53.925885209516785
215,215,19.116206709891006,36.64210168235765,23.332830954707923,21.51826191319664,22.778968288290034
216,216,60.43813488146417,36.56096327970734,41.02571058471395,46.53076614680908,53.92978828224364
217,217,55.808261520627184,36.67099632856336,38.9500804331373,46.63692926692095,37.952957011937826
218,218,40.748448330017744,36.75878194871044,39.91606892520028,21.490331038739598,31.42982798957796
219,219,30.81458065294771,36.77699960341961,38.29761567176244,46.70640905672175,38.50205896471978
220,220,35.133048172998315,36.749897699099286,39.440799528200515,46.58692162511443,38.13967731348866
221,221,24.83528527615312,36.742581637895206,24.14409440991416,21.711688708754288,23.31998556452865
222,222,11.910191884461032,36.68894516779727,19.93822448956593,21.74718412429291,22.18106740506541
223,223,75.05228724669442,36.577829682221775,40.64099163154053,46.501444957561326,40.07198633217775
224,224,67.76150928410955,36.749590653491744,49.3975600105923,46.71293267822157,55.4723938165227
225,225,1.5156708850884757,36.88742140296116,16.603957285690136,21.636656121598172,22.36692215937101
226,226,85.63924310390337,36.73090923252809,43.2588587156821,46.8677016238531,56.800644097424346
227,227,36.88228225032721,36.94636444782049,38.60842736600842,47.150705576262226,40.415151738439555
228,228,47.442614940671376,36.946083385550786,42.23993471093475,47.076296711581534,41.08489847086032
229,229,53.49317248210494,36.99191976788756,49.87656815313314,47.078932094524625,55.95549798314435
230,230,12.838041104264915,37.063664344905895,22.653484155926,21.413089618970286,23.355209106649
231,231,65.54237451294523,36.95879151702433,38.322264680775476,47.12474809729306,40.32234193719172
232,232,31.5135240506394,37.08199661614468,38.570898217234145,21.318858316610886,38.345785517061124
233,233,53.00473177473759,37.05809759225839,39.3556889426735,47.255369561233856,38.427079675906356
234,234,26.75930694237645,37.126245601585225,32.781460357241855,21.429669900676412,30.645637695628434
235,235,135.35923487272004,37.08213096899285,50.98162585359999,47.29585802752614,57.50422113309665
236,236,45.17541307762304,37.49855937536457,40.26532306102981,47.91168583763239,56.32799221359498
237,237,7.17938104937553,37.530951163137814,16.31338543247671,21.486977825855984,21.432465706936206
238,238,75.05788885899709,37.403423557617806,40.846260749869174,47.892683943465656,49.85822488820307
239,239,32.97508074966654,37.560973621640315,42.229961792147776,48.08003018426243,41.807321216688905
240,240,57.13461735994002,37.541865734673756,39.699853128728144,47.97657162649122,39.27849598189556
241,241,79.83919910607104,37.62316345925992,40.200376011633175,48.03887125733101,53.84963738526678
242,242,120.79841143818958,37.797609887552525,55.33511984779945,48.25373833739006,61.07669327601342
243,243,23.55339903569252,38.139176972123046,39.81958422950845,21.33476934951045,38.70872193493486
244,244,36.27342156000073,38.07939919369505,43.08655103892629,48.74061533806657,42.01116335005612
245,245,22.99442001089255,38.07202785641467,26.91364270725957,21.3581233462071,24.324428098095808
246,246,26.78132213166049,38.01073676761173,42.940071414940434,48.65750071287946,60.74907491067724
247,247,19.826996728995077,37.96527355046213,30.709065544828746,21.375168103130907,25.12177491709965
248,248,17.075802483381782,37.89213533747234,33.97318169857644,21.35920757350064,37.50420596656361
249,249,26.848967469273752,37.80853560713463,43.20169853397368,48.51262535803695,39.35351328950546
250,250,52.56793562273903,37.76469733458319,39.396962639440886,48.3701012929793,56.04900998330757
251,251,49.42718865903878,37.823674379555925,38.73299691277941,21.315499358295344,39.015859889673585
252,252,41.75665877606447,37.869720071141174,38.70456810264113,48.397538118664,39.160398030088686
253,253,47.68753705107681,37.88508346523178,47.18526493806558,48.354415525530236,41.022192732102056
254,254,21.174224556643985,37.92367580218393,34.399971924698676,21.59945581587861,37.937582330217204
255,255,47.22890118460544,37.8579916796524,43.36174329473961,48.35011308375957,54.087138366558385
256,256,13.490337331616765,37.89459679490612,25.82483198901332,21.595203503286264,20.65670454431786
257,257,34.27614693312799,37.799638586877755,41.137984397867726,48.34292582799576,43.21656055059378
258,258,26.266955917021672,37.78598164248338,36.04294531201257,48.25332851019405,33.86920435674333
259,259,20.78987949039655,37.74150663968237,30.02671788199313,21.514957303566764,29.949463667733827
260,260,24.724909932611254,37.676308073723575,39.30702963636212,48.11417425327524,36.647658362807995
261,261,17.615255598021335,37.62668585862353,21.49282725493264,21.50784869755529,24.188569986959614
262,262,13.962776245675563,37.550306353812076,33.532673693965634,21.470056531540397,29.895920941710386
263,263,14.92559327653826,37.460619927545395,20.75217918581898,21.397871144176314,23.263877186811488
264,264,39.48495759510185,37.37525997810976,39.90106328791836,47.9670719619503,45.31024827219646
265,265,18.29788619445205,37.383221101192746,34.74500476105397,47.9140587471575,32.05066752269773
266,266,22.058667029466225,37.31147172184409,38.684279183592224,47.73010736484256,32.87243699567377
267,267,46.03435814912577,37.25434511250934,43.91509174565874,47.57164168375999,47.45010373501612
268,268,14.543920291157606,37.28710635518328,22.166241183904873,21.336230402579762,23.850748177277534
269,269,14.54288547136215,37.20255919509397,22.53929267987066,21.272152005302196,24.249355381523092
270,270,38.054609070132486,37.11863447759867,40.53714226460278,47.56221049643095,34.7504144363608
271,271,21.140418939088352,37.122088258382924,33.07802252127082,21.209261663863504,30.562160793775952
272,272,40.96928339896567,37.063332121179634,39.205705168418845,47.5042373170023,34.672776589528866
273,273,26.630612764291367,37.077639635017675,35.78574693225396,47.464631535680866,31.303995561767906
274,274,31.733834394890245,37.03951179972305,38.57401263103832,47.33912539850382,34.96591607044397
275,275,17.86554822118165,37.02021842734184,33.80855613716829,21.208624231226697,30.102506962000625
276,276,35.87044306531273,36.950817448334014,38.217258918954585,47.245680542194755,32.493619899009275
277,277,13.924103831678524,36.94691717980325,22.869641230980044,21.177953809116193,24.353262655461496
278,278,8.814635234948483,36.86410130445029,19.777302507115564,21.112009718412214,22.711818234235015
279,279,33.75253602651807,36.76356558377107,34.238043961075704,21.001222560903532,29.243522962581757
280,280,9.716110508437351,36.75281190678088,19.278112388457238,21.115073573989378,22.71005947505914
281,281,34.65877688474907,36.656595887569694,36.281412598404785,47.17797079530855,30.24718011815583
282,282,8.038086018408489,36.649511423020684,23.03130102294564,21.014197794648208,25.50847718946443
283,283,34.446169717305814,36.54841097989485,39.90319134672113,47.10389272483187,44.097748036682816
284,284,3.052971209112902,36.54100872192799,14.694183856173993,20.900372252751367,20.414520331909983
285,285,69.44632732531721,36.42350683591811,40.8172342393642,47.02943553066996,44.53241800490927
286,286,47.53501426375679,36.5389712432237,35.78396312906352,47.16052846514158,33.955998213006424
287,287,25.10386305719217,36.577284981971204,38.65874391175595,47.162705708156786,42.76767813022744
288,288,18.864820491086352,36.537446711399056,22.007108189993872,20.745177461067556,22.151465662745785
289,289,12.170782742894833,36.476295755619425,20.277599792399364,20.728967487188406,23.547598585134402
290,290,38.07095444974805,36.39248364178244,40.166316408359904,47.03519794716855,45.76220935602956
291,291,19.902424845529413,36.39825158270329,38.25704985699362,46.983679306378775,35.85792636472447
292,292,12.021854495024357,36.3417590253842,19.40048277176763,20.65582060903205,21.076549125486682
293,293,25.335681696441487,36.25875593824986,38.407109119030245,46.82892928088821,43.97080700834431
294,294,13.48943952176278,36.22160262450222,19.436535217906922,20.582651404676053,19.72602522103938
295,295,25.25076426544893,36.14454444449293,34.98295741827523,46.70680855597658,33.655635229331004
296,296,25.915137454013557,36.10774113307724,37.90434463086277,46.58558796676456,30.835005878891984
297,297,29.33371838355885,36.073422602171306,32.04801138597429,46.469461840288425,29.383376855982366
298,298,32.68148384688872,36.05080614506187,31.388892490362004,46.37373142991564,28.828572452896672
299,299,67.53482610976668,36.03953750861313,39.51418560751245,46.29766338778771,48.053922512645364
300,300,23.59938611979669,36.144521803950305,20.184399589553085,20.523044582130563,21.62976927940651
301,301,11.073479306703954,36.1028436123086,20.001352454592144,20.548680761611113,21.66540413117782
302,302,29.117680959059538,36.01996492255494,30.65762163324948,20.470373311570558,25.303307168750845
303,303,14.323787981737135,35.9971851074939,14.654265616036401,20.541252882451616,18.857324669966257
304,304,47.20763370888857,35.925891038001275,38.68897081160907,46.414995778516875,43.05294912893093
305,305,17.396952968432615,35.96288035823369,25.77893286782163,20.490704387323856,22.965063506280124
306,306,7.025216923387106,35.90220739290754,14.836633192065342,20.46575477910699,18.750657262136066
307,307,23.243785624692983,35.808145534700635,24.798922443156727,20.35823047626123,20.66401254279201
308,308,33.29610554343812,35.76735215836944,38.2001433230551,46.41935093198045,44.223815651238695
309,309,29.50240735399445,35.75935459650882,34.11131169646299,20.38113170759799,30.180838798681076
310,310,2.1937920332368828,35.73917089572652,15.008155724443451,20.452952775679854,19.65326193487112
311,311,30.18286202344028,35.63130794118475,37.043972203837214,46.34763920854579,35.13048862726842
312,312,38.85421735399706,35.613844973499674,40.43816992858751,46.25978715862674,41.24572353783917
313,313,9.803507817210876,35.624197600913405,20.080433754239387,20.31030308237952,19.876557336789645
314,314,56.75686720394906,35.541966104786965,42.672697610754994,46.21975705157469,36.57509471033081
315,315,24.53939326483414,35.60931499716526,22.588246211924357,20.228855057068134,19.81299548776497
316,316,34.44418029938632,35.57428359927813,37.78092952851851,46.27640818142616,43.393838773406976
